Name	URL	ProductID	Category	Items_id	Class	Class_id	reallyPrice	originalPrice	description	shopId	favourableDesc1	favourableDesc2	goodRateShow	poorRateShow	generalRateShow	goodCount	generalCount	poorCount	commentCount	defaultGoodCount	averageScore
伊丽莎白雅顿第五大道喷式淡香水30ml（香水女士淡香持久）	https://item.jd.com/208018.html	208018	香水	208018	香水彩妆	1316,1387,11932	129.00	435.00	;商品名称：伊丽莎白雅顿香水;;商品编号：208018;;商品毛重：120.00g;;商品产地：美国;;国产/进口：进口;;适用性别：女士;;产品产地：美国;;香调：花果香调;;净含量：16mL-30mL;;分类：淡香水EDT;;包装：独立包装;;适用场景：日常，职场，聚会，约会，旅行，情趣，送礼，户外，其它;	1000003706		满299元减50元，满499元减100元，满699元减200元	96	1	3	82000	1900	700	84000	25000	5
宝格丽（BVLGARI）海蓝男士淡香水 50ml（海洋能量 香水男士）持久淡香 清新优雅	https://item.jd.com/6030818.html	6030818	香水	6030818	香水彩妆	1316,1387,11932	449.00	625.00	;商品名称：宝格丽海蓝男士淡香水 50ml;;商品编号：6030818;;商品毛重：240.00g;;商品产地：意大利;;国产/进口：进口;;适用性别：男士;;产品产地：意大利;;香调：海洋香调;;净含量：31mL-50mL;;分类：淡香水EDT;;包装：独立包装;;适用场景：日常，运动，约会，旅行，情趣，其它;	1000091581	有效期2018-12-12至2018-12-13,满500减50	满499元减150元	99	1	0	6500	20	20	6500	5100	5
	https://item.jd.com/517849.html	517849	香水	517849	香水彩妆	1316,1387,11932	378.00	651.00	;商品名称：莫杰香水;;商品编号：517849;;商品毛重：280.00g;;商品产地：法国;;国产/进口：进口;;适用性别：女士;;产品产地：法国;;香调：花果香调;;净含量：51mL-75mL;;分类：淡香水EDT;;包装：独立包装;;适用场景：日常，运动，约会，旅行，情趣;	1000005205	有效期2018-12-12至2018-12-13,满500减50	满499元减150元	98	1	1	26000	200	100	26000	12000	5
古驰（GUCCI）竹韵女士淡香水30ml（又名：古驰竹韵女用淡香水）	https://item.jd.com/4648550.html	4648550	香水	4648550	香水彩妆	1316,1387,11932	499.00	660.00	;商品名称：古驰香水;;商品编号：4648550;;商品毛重：226.00g;;商品产地：英国;;国产/进口：进口;;适用性别：女士;;产品产地：英国;;香调：木质香调;;净含量：16mL-30mL;;分类：淡香水EDT;;包装：独立包装;;适用场景：日常，运动，约会，旅行，情趣;	1000005174	有效期2018-12-12至2018-12-13,满500减50	满499元减150元	98	2	0	11000	40	60	11000	7900	5
古驰（GUCCI）罪爱男士淡香水 90ml（又名：古驰（GUCCI）罪爱男士喷式淡香水 90ml）	https://item.jd.com/572223.html	572223	香水	572223	香水彩妆	1316,1387,11932	799.00	990.00	;商品名称：古驰香水;;商品编号：572223;;商品毛重：300.00g;;商品产地：法国;;国产/进口：进口;;适用性别：男士;;产品产地：法国;;香调：木质香调;;净含量：31mL-50mL;;分类：淡香水EDT;;包装：独立包装;;适用场景：日常，约会;	1000005174	有效期2018-12-12至2018-12-13,满500减50	满499元减150元	97	1	2	15000	100	100	16000	7400	5
迪奥（Dior）魅惑清新淡香水/女士淡香水 50ml(持久香氛/粉红魅惑)	https://item.jd.com/259353.html	259353	香水	259353	香水彩妆	1316,1387,11932	758.00	830.00	;商品名称：迪奥香水;;商品编号：259353;;商品毛重：200.00g;;商品产地：其他;;香调：花果香调;;国产/进口：进口;;限量款：否;;适用性别：女士;;产品产地：其它;;净含量：31mL-50mL;;包装：独立包装;;分类：淡香水EDT;;适用场景：日常，职场，聚会，运动，约会，旅行，送礼;	1000081945		满499元减100元;满499元减100元	97	2	1	8500	80	100	8700	3900	5
	https://item.jd.com/2301179.html	2301179	香水	2301179	香水彩妆	1316,1387,11932	600.00	610.00	;商品名称：祖玛珑香水;;商品编号：2301179;;商品毛重：160.00g;;商品产地：英国;;香调：花果香调;;国产/进口：进口;;限量款：否;;适用性别：女士;;产品产地：英国;;净含量：16mL-30mL;;包装：独立包装;;分类：古龙水EDC;;适用场景：日常，职场，聚会，运动，约会，旅行，情趣，送礼;	1000002742	有效期2018-12-12至2018-12-13,满500减50	满499元减150元	99	1	0	46000	100	200	47000	33000	5
古驰（GUCCI）罪爱男士喷式淡香水 50ml （又名：古驰罪爱男性喷式淡香水50ml）	https://item.jd.com/572219.html	572219	香水	572219	香水彩妆	1316,1387,11932	669.00	720.00	;商品名称：古驰香水;;商品编号：572219;;商品毛重：180.00g;;商品产地：法国;;国产/进口：进口;;适用性别：男士;;产品产地：法国;;香调：木质香调;;净含量：76mL-100mL;;分类：淡香水EDT;;包装：独立包装;;适用场景：日常，约会;	1000005174	有效期2018-12-12至2018-12-13,满500减50	满499元减150元	97	1	2	15000	100	100	16000	7400	5
范思哲（VERSACE）男士香水 100ml  清新时尚 低调典雅 深沉性感	https://item.jd.com/1082412.html	1082412	香水	1082412	香水彩妆	1316,1387,11932	599.00	770.00	;商品名称：范思哲香水;;商品编号：1082412;;商品毛重：370.00g;;商品产地：意大利;;国产/进口：进口;;适用性别：男士;;产品产地：意大利;;香调：木质香调;;净含量：76mL-100mL;;分类：淡香水EDT;;包装：独立包装;;适用场景：日常，职场，聚会，约会，情趣;	1000002281	有效期2018-12-12至2018-12-13,满500减50	满499元减150元	97	1	2	36000	500	400	37000	13000	5
	https://item.jd.com/32072743289.html	32072743289	香水	32072743289	香水彩妆	1316,1387,11932	108.00	319.00	;商品名称：【法国品牌自营】娜赛儿（LA STAR）莫奈花园香水女士35ml 持久淡香水清新香氛精美礼盒礼物 莫奈花园;;商品编号：32072743289;;店铺：;娜赛儿化妆品旗舰店;;商品毛重：1.00g;;国产/进口：国产;;适用性别：通用;;产品产地：中国;;香调：花果香调;;净含量：31mL-50mL;;分类：浓香水EDP;;包装：礼盒包装;;适用场景：日常，职场，聚会，约会，送礼，户外;	837201	有效期2018-12-06至2018-12-13,满1000减100	满2件，立减最低1件商品价格	99	1	0	3100	0	2	3100	1000	5
卡尔文克雷恩（Calvin Klein） CK香水男士木质淡香水 ck free自由男士 正装100ml	https://item.jd.com/32276588279.html	32276588279	香水	32276588279	香水彩妆	1316,1387,11932	188.00	989.00	;商品名称：卡尔文克雷恩（Calvin Klein） CK香水男士木质淡香水 ck free自由男士 正装100ml;;商品编号：32276588279;;店铺：;宝之鸿化妆品专营店;;商品毛重：200.00g;;货号：CK-03A04;;香调：其它;;国产/进口：进口;;限量款：否;;适用性别：通用;;产品产地：法国;;净含量：101mL-200mL;;包装：礼盒包装;;分类：淡香水EDT;;适用场景：日常，聚会，运动，约会，旅行，送礼;	837991	有效期2018-12-12至2018-12-13,满198减5;有效期2018-12-12至2019-01-31,满198减5;有效期2018-12-12至2018-12-13,满298减10	满298元减10元	99	0	1	2100	9	4	2200	1300	5
卡尔文克雷恩（Calvin Klein）卡莱优淡香水 100ml  （又名 CK one CK卡雷优男女士通用香水）	https://item.jd.com/189076.html	189076	香水	189076	香水彩妆	1316,1387,11932	249.00	511.00	;商品名称：卡文克莱香水;;商品编号：189076;;商品毛重：260.00g;;商品产地：美国/法国;;国产/进口：进口;;适用性别：通用;;产品产地：美国;;香调：清新香调;;净含量：76mL-100mL;;分类：淡香水EDT;;包装：独立包装;;适用场景：日常，运动，约会，旅行，情趣;	1000005193		满299元减60元	95	2	3	86000	2500	1400	90000	17000	5
香奈儿（Chanel） Chanel/香奈儿邂逅柔情清新淡香水绿黄粉 持久香氛 Coco小姐女士香水 粉色柔情邂逅香水 50ml	https://item.jd.com/34827090934.html	34827090934	香水	34827090934	香水彩妆	1316,1387,11932	547.20	1729.00	;商品名称：香奈儿（Chanel） Chanel/香奈儿邂逅柔情清新淡香水绿黄粉 持久香氛 Coco小姐女士香水 粉色柔情邂逅香水 50ml;;商品编号：34827090934;;店铺：;雯一美妆专营店;;商品毛重：50.00g;;国产/进口：进口;;适用性别：通用;;产品产地：法国;;香调：其它;;净含量：31mL-50mL;;分类：其它;;包装：其它;;适用场景：其它;	834282	有效期2018-12-12至2018-12-12,满300减30;有效期2018-12-12至2018-12-12,满100减10	满299元减30元	99	1	0	1000	2	8	1000	700	5
	https://item.jd.com/29660952793.html	29660952793	香水	29660952793	香水彩妆	1316,1387,11932	59.00	149.00	;商品名称：【限今日 买一送一】男士香水持久淡香清新时尚性感男人味非费洛蒙古龙水蔚蓝学生白领香水50ml;;商品编号：29660952793;;店铺：;南方南化妆品专营店;;商品毛重：500.00g;;国产/进口：国产;;适用性别：通用;;产品产地：中国;;香调：木质香调;;净含量：31mL-50mL;;分类：淡香水EDT;;包装：独立包装;;适用场景：日常，职场，聚会，旅行，送礼，户外;	815014		满2件，总价打8折	99	0	1	9400	50	20	9500	5500	5
芦丹氏（SergeLutens） Serge Lutens芦丹氏卤蛋香水女士香 柏林少女50ml	https://item.jd.com/1961346661.html	1961346661	香水	1961346661	香水彩妆	1316,1387,11932	659.00	980.00		117434	有效期2018-12-01至2018-12-13,满599减30;有效期2018-12-01至2018-12-13,满999减50;有效期2018-12-01至2018-12-13,满1499减100		99	0	1	900	1	1	900	700	5
菲拉格慕（Ferragamo）梦中情人淡香水100ml 香水女士（新老包装随机发货）	https://item.jd.com/319826.html	319826	香水	319826	香水彩妆	1316,1387,11932	219.00	930.00	;商品名称：菲拉格慕香水;;商品编号：319826;;商品毛重：350.00g;;商品产地：意大利;;国产/进口：进口;;适用性别：女士;;产品产地：意大利;;香调：花果香调;;净含量：76mL-100mL;;分类：淡香水EDT;;包装：独立包装;;适用场景：日常，运动，约会，旅行;	1000005242		满499元减150元;满299元减60元	97	1	2	210000	3900	2000	210000	75000	5
	https://item.jd.com/25163738935.html	25163738935	香水	25163738935	香水彩妆	1316,1387,11932	198.00	298.00	;商品名称：【满199减100】男士费洛蒙香水助情调情香水 男士吸引异性持久留香提升魅力浪漫调情情侣男款诱惑正品 【赠限量小礼包】男用费洛蒙进口香水30ml;;商品编号：25163738935;;店铺：;诱芷官方旗舰店;;商品毛重：0.82kg;;商品产地：中国大陆;;香调：清新香调;;国产/进口：国产;;限量款：否;;适用性别：通用;;产品产地：中国;;净含量：6mL-15mL;;包装：独立包装;;分类：浓香水EDP;;适用场景：约会，情趣;	692475		满199元减100元	99	1	0	2200	1	4	2200	600	5
范思哲(VERSACE)男士香水 30ml 清新时尚 低调典雅 深沉性感	https://item.jd.com/323528.html	323528	香水	323528	香水彩妆	1316,1387,11932	309.00	410.00	;商品名称：范思哲男士香水;;商品编号：323528;;商品毛重：180.00g;;商品产地：意大利;;国产/进口：进口;;适用性别：男士;;产品产地：意大利;;香调：木质香调;;净含量：16mL-30mL;;分类：淡香水EDT;;包装：独立包装;;适用场景：日常，职场，聚会，约会，情趣;	1000002281	有效期2018-12-12至2018-12-13,满500减50	满499元减150元	97	1	2	36000	500	400	37000	13000	5
	https://item.jd.com/1670935160.html	1670935160	香水	1670935160	香水彩妆	1316,1387,11932	69.00	186.00	;商品名称：【限时抢两件7.5折】法颂浪漫精美女士香水女士持久淡香清新50ml精美礼盒专柜正品女人味送小样;;商品编号：1670935160;;店铺：;法颂旗舰店;;商品毛重：150.00g;;货号：6937433700006;;适用性别：女士;;产品产地：中国;;香调：花果香调;;净含量：31mL-50mL;;包装：礼盒包装;;国产/进口：国产;;分类：淡香水EDT;	158961	有效期2018-11-28至2018-12-31,满59减5;有效期2018-11-28至2018-12-31,满99减10;有效期2018-12-12至2018-12-12,满199减100	满2件，总价打7.50折	98	0	2	51000	300	200	51000	16000	5
迪奥（Dior） Dior 克里斯汀迪奥女士香水  送女友送情人送闺蜜 迪奥真我+甜心+魅惑各5毫升	https://item.jd.com/1664999788.html	1664999788	香水	1664999788	香水彩妆	1316,1387,11932	116.00	1500.00	;商品名称：迪奥（Dior） Dior 克里斯汀迪奥女士香水  送女友送情人送闺蜜 迪奥真我+甜心+魅惑各5毫升;;商品编号：1664999788;;店铺：;千颜坊美妆专营店;;商品毛重：10.00g;;国产/进口：进口;;适用性别：女士;;产品产地：法国;;香调：花果香调;;净含量：51mL-75mL;;分类：其它;;包装：其它;;适用场景：日常;	154141	有效期2018-11-17至2019-01-31,满100减5;有效期2018-11-11至2019-01-31,满699减20;有效期2018-12-06至2018-12-13,满1000减100		98	0	2	6300	30	20	6400	3800	5
	https://item.jd.com/4232873.html	4232873	香水	4232873	香水彩妆	1316,1387,11932	99.00	229.00	;商品名称：奕度费洛蒙香水;;商品编号：4232873;;商品毛重：340.00g;;商品产地：浙江义乌;;国产/进口：国产;;适用性别：男士;;产品产地：中国;;香调：混合香调;;净含量：31mL-50mL;;分类：浓香水EDP;;包装：独立包装;;适用场景：日常，职场，聚会，运动，约会，旅行，情趣，送礼，户外，其它;	1000073064		Ã¿Âú299Ôª£¬¿É¼õ120ÔªÏÖ½ğ£¬×î¶à¿É¼õ1000Ôª	97	1	2	130000	2000	1800	130000	72000	5
古驰（GUCCI）绚丽栀子香型女用淡香水 50ml（又名：古驰绚丽女用栀子香型淡香水）	https://item.jd.com/729738.html	729738	香水	729738	香水彩妆	1316,1387,11932	699.00	861.00	;商品名称：古驰香水;;商品编号：729738;;商品毛重：260.00g;;商品产地：法国;;国产/进口：进口;;适用性别：女士;;产品产地：法国;;香调：花果香调;;净含量：31mL-50mL;;分类：淡香水EDT;;包装：独立包装;;适用场景：日常，运动，约会，旅行;	1000005174	有效期2018-12-12至2018-12-13,满500减50	满499元减150元	98	2	0	30000	100	100	30000	20000	5
圣罗兰（YSL）反转巴黎女士香水 50ml	https://item.jd.com/4345295.html	4345295	香水	4345295	香水彩妆	1316,1387,11932	1089.00	1090.00	;商品名称：圣罗兰香水;;商品编号：4345295;;商品毛重：320.00g;;商品产地：法国;;香调：混合香调;;国产/进口：进口;;限量款：否;;适用性别：女士;;产品产地：法国;;净含量：31mL-50mL;;包装：独立包装;;分类：浓香水EDP;;适用场景：日常，运动，约会，旅行，情趣，其它;	0	有效期2018-12-12至2018-12-13,满500减50	满499元减150元	99	0	1	1200	5	2	1200	900	5
	https://item.jd.com/1007297398.html	1007297398	香水	1007297398	香水彩妆	1316,1387,11932	585.00	1098.00	;商品名称：香奈儿（Chanel） 香水女士香水淡香持久 粉色邂逅50ml（赠礼袋）;;商品编号：1007297398;;店铺：;优品美妆专营店;;商品毛重：50.00g;;适用性别：通用;;产品产地：其它;;香调：花果香调;;净含量：51mL-75mL;;包装：独立包装;;国产/进口：进口;;分类：淡香水EDT;	10736	有效期2018-11-30至2018-12-31,满399减10;有效期2018-11-30至2018-12-31,满699减20;有效期2018-12-06至2018-12-13,满1000减100	满69元以折扣价在购物车换购热销商品	98	1	1	19000	100	200	20000	13000	5
